airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
AI,Air India,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1106.23
SV,Saudia,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A380-800,489,795.82
SQ,Singapore Airlines,LHR,London,BGY,Milan,LHR-BGY,1,B737-800,189,223.11
EY,Etihad Airways,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A350-900,315,1211.27
AA,American Airlines,DOH,Doha,LHR,London,DOH-LHR,0,A380-800,489,1021.3
DL,Delta Air Lines,DXB,Dubai,DEL,Delhi,DXB-DEL,1,A380-800,489,800.14
QR,Qatar Airways,DOH,Doha,CPT,Cape Town,DOH-CPT,0,B787-8,242,515.7
EK,Emirates,DXB,Dubai,LTN,London,DXB-LTN,0,B777-300ER,360,1160.5
AI,Air India,BOM,Mumbai,SFO,San Francisco,BOM-SFO,0,B787-9,290,1366.93
LA,LATAM Airlines,LHR,London,JFK,New York,LHR-JFK,0,B777-300ER,360,1719.18
AV,Avianca,YUL,Montreal,CDG,Paris,YUL-CDG,0,B777-300ER,360,961.6
AF,Air France,JFK,New York,LHR,London,JFK-LHR,0,A350-900,315,926.25
LX,SWISS,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A350-900,315,1103.13
TK,Turkish Airlines,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A380-800,489,780.98
AI,Air India,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B777-300ER,360,903.33
EK,Emirates,KUL,Kuala Lumpur,LTN,London,KUL-LTN,1,B777-300ER,360,1314.55
AF,Air France,ORY,Paris,FCO,Rome,ORY-FCO,0,A220-300,145,225.18
EY,Etihad Airways,AUH,Abu Dhabi,VIE,Vienna,AUH-VIE,0,B787-9,290,1452.31
LA,LATAM Airlines,LIM,Lima,DTW,Detroit,LIM-DTW,0,A380-800,489,696.37
JL,Japan Airlines,DOH,Doha,JFK,New York,DOH-JFK,0,A350-900,315,1402.43
AF,Air France,CDG,Paris,ADD,Addis Ababa,CDG-ADD,1,A350-900,315,1153.49
U2,easyJet,LHR,London,JFK,New York,LHR-JFK,0,A350-900,315,932.67
EK,Emirates,YVR,Vancouver,LHR,London,YVR-LHR,0,A380-800,489,1086.18
AV,Avianca,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,720.91
LH,Lufthansa,MUC,Munich,BKK,Bangkok,MUC-BKK,0,B787-9,290,1653.8
LX,SWISS,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B777-300ER,360,698.71
QR,Qatar Airways,DXB,Dubai,LHR,London,DXB-LHR,0,A350-900,315,1449.88
NZ,Air New Zealand,ORY,Paris,AKL,Auckland,ORY-AKL,1,B787-9,290,1049.07
AV,Avianca,BOG,Bogota,LIM,Lima,BOG-LIM,1,A321,220,180.69
AF,Air France,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A380-800,489,795.79
BA,British Airways,LHR,London,SYD,Sydney,LHR-SYD,0,A350-900,315,1593.69
IB,Iberia,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,638.92
AA,American Airlines,JED,Jeddah,DFW,Dallas,JED-DFW,1,B787-9,290,1010.73
AC,Air Canada,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,718.68
EK,Emirates,DXB,Dubai,GVA,Geneva,DXB-GVA,0,A380-800,489,654.7
AA,American Airlines,NBO,Nairobi,JFK,New York,NBO-JFK,1,B787-9,290,1442.8
NZ,Air New Zealand,AKL,Auckland,HND,Tokyo,AKL-HND,0,B777-300ER,360,1501.51
AA,American Airlines,CLT,Charlotte,FCO,Rome,CLT-FCO,1,B787-9,290,1147.85
AZ,ITA Airways,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A380-800,489,1037.59
NH,ANA,HND,Tokyo,BKK,Bangkok,HND-BKK,0,A320,180,218.31
NZ,Air New Zealand,DFW,Dallas,AKL,Auckland,DFW-AKL,1,B777-300ER,360,1234.22
LX,SWISS,GVA,Geneva,MUC,Munich,GVA-MUC,0,A321,220,202.78
U2,easyJet,CDG,Paris,IAH,Houston,CDG-IAH,1,B787-9,290,1129.62
QF,Qantas,TPE,Taipei,BNE,Brisbane,TPE-BNE,1,A350-900,315,620.3
QR,Qatar Airways,BCN,Barcelona,AKL,Auckland,BCN-AKL,1,B787-9,290,1386.43
KL,KLM,BOM,Mumbai,ORY,Paris,BOM-ORY,1,A350-900,315,1264.62
SQ,Singapore Airlines,SIN,Singapore,HND,Tokyo,SIN-HND,1,B737-800,189,168.79
AF,Air France,ORY,Paris,MSP,Minneapolis,ORY-MSP,1,A350-900,315,1097.03
AC,Air Canada,ADD,Addis Ababa,YUL,Montreal,ADD-YUL,1,B787-9,290,578.82
IB,Iberia,IST,Istanbul,EWR,Newark,IST-EWR,1,B777-300ER,360,1506.35
BR,EVA Air,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A350-900,315,951.79
EY,Etihad Airways,NRT,Tokyo,AUH,Abu Dhabi,NRT-AUH,1,A350-900,315,795.83
UA,United Airlines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B787-9,290,1791.98
UA,United Airlines,GVA,Geneva,IAH,Houston,GVA-IAH,1,A380-800,489,847.66
AI,Air India,YVR,Vancouver,BOM,Mumbai,YVR-BOM,1,B787-9,290,1217.58
SV,Saudia,JED,Jeddah,SIN,Singapore,JED-SIN,0,B787-9,290,1697.27
AF,Air France,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1731.99
AC,Air Canada,YYZ,Toronto,GRU,Sao Paulo,YYZ-GRU,0,B787-9,290,1606.48
SV,Saudia,JED,Jeddah,RUH,Riyadh,JED-RUH,0,B737-800,189,261.16
KL,KLM,AMS,Amsterdam,MEX,Mexico City,AMS-MEX,0,B787-9,290,1775.07
AF,Air France,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1618.24
TK,Turkish Airlines,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,1293.46
AI,Air India,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,679.15
DL,Delta Air Lines,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,1486.31
LH,Lufthansa,CPT,Cape Town,MUC,Munich,CPT-MUC,1,B787-9,290,758.67
UA,United Airlines,ZRH,Zurich,LHR,London,ZRH-LHR,1,B737-800,189,264.18
UA,United Airlines,SFO,San Francisco,CAI,Cairo,SFO-CAI,0,A380-800,489,1553.03
UA,United Airlines,DEN,Denver,LIN,Milan,DEN-LIN,0,A350-900,315,1635.0
BR,EVA Air,TPE,Taipei,LGW,London,TPE-LGW,0,A350-900,315,603.77
AC,Air Canada,FRA,Frankfurt,YVR,Vancouver,FRA-YVR,1,B787-9,290,847.39
AI,Air India,BOM,Mumbai,CDG,Paris,BOM-CDG,0,B777-300ER,360,1206.68
U2,easyJet,LTN,London,JNB,Johannesburg,LTN-JNB,1,A380-800,489,1069.18
BR,EVA Air,TPE,Taipei,NRT,Tokyo,TPE-NRT,0,B737-800,189,243.78
QF,Qantas,LHR,London,ORD,Chicago,LHR-ORD,0,B787-9,290,995.42
IB,Iberia,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,1518.09
LA,LATAM Airlines,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A380-800,489,911.52
BA,British Airways,LGW,London,SFO,San Francisco,LGW-SFO,0,A380-800,489,1514.91
BA,British Airways,YUL,Montreal,CDG,Paris,YUL-CDG,0,A380-800,489,622.63
NZ,Air New Zealand,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B777-300ER,360,1485.77
NH,ANA,JFK,New York,AMS,Amsterdam,JFK-AMS,0,B777-300ER,360,1155.09
EK,Emirates,JFK,New York,LHR,London,JFK-LHR,0,A350-900,315,722.09
QR,Qatar Airways,TPE,Taipei,BCN,Barcelona,TPE-BCN,1,A380-800,489,1033.32
KE,Korean Air,ICN,Seoul,SYD,Sydney,ICN-SYD,0,B777-300ER,360,1793.89
BA,British Airways,LHR,London,NBO,Nairobi,LHR-NBO,1,A350-900,315,781.06
KE,Korean Air,DFW,Dallas,ICN,Seoul,DFW-ICN,1,B777-300ER,360,1465.17
UA,United Airlines,CPT,Cape Town,BKK,Bangkok,CPT-BKK,1,B777-300ER,360,1070.17
JL,Japan Airlines,HND,Tokyo,HKG,Hong Kong,HND-HKG,0,A220-300,145,227.78
U2,easyJet,ADD,Addis Ababa,STN,London,ADD-STN,1,A350-900,315,980.33
AC,Air Canada,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,A350-900,315,1219.43
BR,EVA Air,TPE,Taipei,BGY,Milan,TPE-BGY,0,B777-300ER,360,1114.33
UA,United Airlines,JFK,New York,LHR,London,JFK-LHR,0,A350-900,315,1052.7
TK,Turkish Airlines,IST,Istanbul,STN,London,IST-STN,0,A321,220,111.64
AF,Air France,ORY,Paris,LIN,Milan,ORY-LIN,0,A321,220,287.48
AF,Air France,ORD,Chicago,ORY,Paris,ORD-ORY,1,A380-800,489,890.79
AI,Air India,NBO,Nairobi,MEX,Mexico City,NBO-MEX,1,A380-800,489,1194.34
TK,Turkish Airlines,BCN,Barcelona,IST,Istanbul,BCN-IST,1,A320,180,247.56
QF,Qantas,MAD,Madrid,MEL,Melbourne,MAD-MEL,1,A350-900,315,1449.09
CX,Cathay Pacific,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B777-300ER,360,1424.76
EY,Etihad Airways,ADD,Addis Ababa,AUH,Abu Dhabi,ADD-AUH,1,A330-300,277,603.52
AZ,ITA Airways,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1741.85
QR,Qatar Airways,DOH,Doha,YUL,Montreal,DOH-YUL,1,B787-9,290,1335.97
AF,Air France,CDG,Paris,FRA,Frankfurt,CDG-FRA,0,A320,180,242.08
AI,Air India,BOM,Mumbai,ATL,Atlanta,BOM-ATL,1,A380-800,489,752.65
U2,easyJet,JFK,New York,DXB,Dubai,JFK-DXB,0,B787-9,290,911.61
KE,Korean Air,DUB,Dublin,ICN,Seoul,DUB-ICN,1,A350-900,315,1298.01
AF,Air France,YUL,Montreal,CDG,Paris,YUL-CDG,1,A350-900,315,751.54
AZ,ITA Airways,JFK,New York,LHR,London,JFK-LHR,0,A380-800,489,1603.1
AV,Avianca,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B777-300ER,360,1328.1
KL,KLM,DXB,Dubai,AMS,Amsterdam,DXB-AMS,1,A380-800,489,1334.07
EK,Emirates,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B777-300ER,360,1262.98
QR,Qatar Airways,RUH,Riyadh,DOH,Doha,RUH-DOH,1,A321,220,78.5
AF,Air France,ORY,Paris,YUL,Montreal,ORY-YUL,0,B787-9,290,815.01
AA,American Airlines,CLT,Charlotte,ATL,Atlanta,CLT-ATL,0,A320,180,277.67
IB,Iberia,MAD,Madrid,STN,London,MAD-STN,0,A320,180,101.04
QF,Qantas,MEL,Melbourne,MXP,Milan,MEL-MXP,0,A380-800,489,672.66
AV,Avianca,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,1660.25
AV,Avianca,BOG,Bogota,MAD,Madrid,BOG-MAD,0,B787-9,290,696.46
JL,Japan Airlines,YVR,Vancouver,HND,Tokyo,YVR-HND,1,A350-900,315,1552.92
AV,Avianca,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,821.7
U2,easyJet,CDG,Paris,EWR,Newark,CDG-EWR,0,A380-800,489,1052.08
AF,Air France,CDG,Paris,JED,Jeddah,CDG-JED,0,A350-900,315,1128.68
AC,Air Canada,YUL,Montreal,BOG,Bogota,YUL-BOG,0,B777-300ER,360,890.0
KE,Korean Air,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-9,290,639.01
LA,LATAM Airlines,LIM,Lima,GIG,Rio de Janeiro,LIM-GIG,0,A220-300,145,246.37
EK,Emirates,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B777-300ER,360,1783.97
QR,Qatar Airways,DEL,Delhi,AUH,Abu Dhabi,DEL-AUH,1,B777-300ER,360,1303.02
AC,Air Canada,CDG,Paris,YUL,Montreal,CDG-YUL,0,A380-800,489,1191.91
DL,Delta Air Lines,YYZ,Toronto,LHR,London,YYZ-LHR,0,B787-9,290,1586.7
EY,Etihad Airways,CAI,Cairo,JFK,New York,CAI-JFK,1,A350-900,315,1624.06
CX,Cathay Pacific,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A380-800,489,1462.23
BR,EVA Air,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A380-800,489,805.97
NZ,Air New Zealand,AKL,Auckland,DFW,Dallas,AKL-DFW,0,A350-900,315,1772.68
IB,Iberia,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A380-800,489,1303.66
SV,Saudia,JED,Jeddah,YYZ,Toronto,JED-YYZ,0,B787-9,290,1630.99
AF,Air France,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A380-800,489,1497.82
LX,SWISS,FCO,Rome,MXP,Milan,FCO-MXP,1,B737-800,189,210.23
FR,Ryanair,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B787-9,290,1278.05
AC,Air Canada,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A350-900,315,1525.98
AV,Avianca,BOG,Bogota,BCN,Barcelona,BOG-BCN,0,B777-300ER,360,1658.54
KE,Korean Air,ICN,Seoul,FRA,Frankfurt,ICN-FRA,0,A350-900,315,1250.66
AZ,ITA Airways,FCO,Rome,AUH,Abu Dhabi,FCO-AUH,0,B787-9,290,788.25
KE,Korean Air,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A350-900,315,1748.89
SV,Saudia,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A350-900,315,1571.5
SQ,Singapore Airlines,BNE,Brisbane,SIN,Singapore,BNE-SIN,1,B777-300ER,360,703.96
AC,Air Canada,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A350-900,315,1555.46
QF,Qantas,BNE,Brisbane,DEN,Denver,BNE-DEN,0,B787-9,290,1205.15
JL,Japan Airlines,STN,London,DEL,Delhi,STN-DEL,1,B777-300ER,360,785.0
UA,United Airlines,MIA,Miami,VIE,Vienna,MIA-VIE,1,A350-900,315,859.99
UA,United Airlines,IAH,Houston,BKK,Bangkok,IAH-BKK,1,A380-800,489,579.98
KE,Korean Air,DXB,Dubai,YYZ,Toronto,DXB-YYZ,1,A350-900,315,1454.1
KE,Korean Air,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-9,290,1133.2
AF,Air France,CDG,Paris,SCL,Santiago,CDG-SCL,1,B777-300ER,360,1559.83
CX,Cathay Pacific,ORY,Paris,MAD,Madrid,ORY-MAD,1,A321,220,263.14
KE,Korean Air,ICN,Seoul,MXP,Milan,ICN-MXP,0,A350-900,315,1305.6
AV,Avianca,MXP,Milan,YUL,Montreal,MXP-YUL,1,B777-300ER,360,977.38
EK,Emirates,DXB,Dubai,NBO,Nairobi,DXB-NBO,1,B767-300ER,261,550.77
CX,Cathay Pacific,YYZ,Toronto,LHR,London,YYZ-LHR,0,B787-9,290,1135.61
U2,easyJet,JFK,New York,DOH,Doha,JFK-DOH,0,A350-900,315,1467.06
LH,Lufthansa,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,928.88
LA,LATAM Airlines,GRU,Sao Paulo,LIM,Lima,GRU-LIM,0,B737-800,189,113.25
AV,Avianca,BOG,Bogota,AUH,Abu Dhabi,BOG-AUH,1,B787-8,242,296.01
NZ,Air New Zealand,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A380-800,489,874.28
KL,KLM,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-9,290,1490.19
UA,United Airlines,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B777-300ER,360,673.3
AZ,ITA Airways,LIN,Milan,MXP,Milan,LIN-MXP,0,A321,220,235.13
IB,Iberia,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,925.09
SV,Saudia,JED,Jeddah,JNB,Johannesburg,JED-JNB,1,A330-300,277,619.25
U2,easyJet,MXP,Milan,CAI,Cairo,MXP-CAI,0,B787-9,290,1700.79
KE,Korean Air,AKL,Auckland,BGY,Milan,AKL-BGY,1,A380-800,489,1147.77
KE,Korean Air,ICN,Seoul,LHR,London,ICN-LHR,0,B777-300ER,360,712.11
AI,Air India,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A350-900,315,1557.47
U2,easyJet,MAD,Madrid,CDG,Paris,MAD-CDG,1,B737-800,189,204.04
LA,LATAM Airlines,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,1191.17
NH,ANA,SIN,Singapore,SYD,Sydney,SIN-SYD,0,A380-800,489,1289.5
U2,easyJet,LHR,London,ORD,Chicago,LHR-ORD,0,A350-900,315,1306.69
U2,easyJet,CAI,Cairo,LTN,London,CAI-LTN,1,A380-800,489,1149.06
NZ,Air New Zealand,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B777-300ER,360,947.8
BA,British Airways,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A380-800,489,1000.25
LH,Lufthansa,MUC,Munich,SIN,Singapore,MUC-SIN,0,B777-300ER,360,1595.45
BA,British Airways,DOH,Doha,LHR,London,DOH-LHR,0,A350-900,315,1124.69
AF,Air France,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,A380-800,489,621.59
SV,Saudia,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B777-300ER,360,1301.4
QR,Qatar Airways,MEX,Mexico City,CAI,Cairo,MEX-CAI,1,A350-900,315,1514.59
UA,United Airlines,EWR,Newark,STN,London,EWR-STN,0,B777-300ER,360,1302.72
KE,Korean Air,ICN,Seoul,MUC,Munich,ICN-MUC,1,A350-900,315,1398.67
FR,Ryanair,BGY,Milan,MAD,Madrid,BGY-MAD,0,A320,180,197.32
AI,Air India,LHR,London,JFK,New York,LHR-JFK,0,A380-800,489,959.85
AV,Avianca,SIN,Singapore,BOG,Bogota,SIN-BOG,1,A350-900,315,1445.56
AZ,ITA Airways,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B787-9,290,1551.5
IB,Iberia,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,A350-900,315,1283.68
AV,Avianca,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A350-900,315,1326.58
EK,Emirates,SIN,Singapore,BOM,Mumbai,SIN-BOM,1,A220-300,145,144.45
KL,KLM,BCN,Barcelona,AMS,Amsterdam,BCN-AMS,1,A220-300,145,76.0
EY,Etihad Airways,GVA,Geneva,AUH,Abu Dhabi,GVA-AUH,1,B787-9,290,714.76
NH,ANA,DOH,Doha,LHR,London,DOH-LHR,0,B777-300ER,360,877.92
AZ,ITA Airways,FCO,Rome,GIG,Rio de Janeiro,FCO-GIG,0,B787-9,290,1289.9
AZ,ITA Airways,MUC,Munich,SCL,Santiago,MUC-SCL,1,A350-900,315,1163.24
DL,Delta Air Lines,DTW,Detroit,MXP,Milan,DTW-MXP,0,B777-300ER,360,1739.57
AF,Air France,CAI,Cairo,HND,Tokyo,CAI-HND,1,A350-900,315,633.7
KE,Korean Air,ICN,Seoul,DEL,Delhi,ICN-DEL,1,A321,220,160.4
NZ,Air New Zealand,AKL,Auckland,MIA,Miami,AKL-MIA,1,B787-9,290,1368.09
SV,Saudia,RUH,Riyadh,ORD,Chicago,RUH-ORD,0,A380-800,489,862.07
KE,Korean Air,ICN,Seoul,VIE,Vienna,ICN-VIE,0,B777-300ER,360,873.92
AI,Air India,DEL,Delhi,ORY,Paris,DEL-ORY,0,A350-900,315,1133.63
DL,Delta Air Lines,CPT,Cape Town,LAX,Los Angeles,CPT-LAX,1,A380-800,489,1231.5
AI,Air India,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-900,315,1371.5
KL,KLM,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,B777-300ER,360,1122.33
EY,Etihad Airways,SIN,Singapore,SYD,Sydney,SIN-SYD,0,A350-900,315,1066.91
AC,Air Canada,JFK,New York,CDG,Paris,JFK-CDG,0,B777-300ER,360,1698.47
JL,Japan Airlines,HND,Tokyo,CLT,Charlotte,HND-CLT,1,A350-900,315,1246.45
BA,British Airways,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1702.3
U2,easyJet,MXP,Milan,HKG,Hong Kong,MXP-HKG,0,B787-9,290,1548.05
SQ,Singapore Airlines,SIN,Singapore,ORD,Chicago,SIN-ORD,1,B777-300ER,360,1512.28
CX,Cathay Pacific,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B787-9,290,720.1
EK,Emirates,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A380-800,489,1615.48
QF,Qantas,MEL,Melbourne,PHL,Philadelphia,MEL-PHL,1,A350-900,315,565.15
LA,LATAM Airlines,DOH,Doha,AMS,Amsterdam,DOH-AMS,1,A350-900,315,867.59
SQ,Singapore Airlines,YYZ,Toronto,AMS,Amsterdam,YYZ-AMS,1,A350-900,315,1453.37
AV,Avianca,YVR,Vancouver,BOG,Bogota,YVR-BOG,1,A380-800,489,1288.03
LH,Lufthansa,JFK,New York,SCL,Santiago,JFK-SCL,1,B777-300ER,360,915.35
LH,Lufthansa,VIE,Vienna,ATL,Atlanta,VIE-ATL,0,A350-900,315,937.05
EY,Etihad Airways,YYZ,Toronto,LHR,London,YYZ-LHR,0,A380-800,489,1480.73
AI,Air India,GRU,Sao Paulo,ORD,Chicago,GRU-ORD,1,B777-300ER,360,1611.41
AI,Air India,DEL,Delhi,YUL,Montreal,DEL-YUL,0,A350-900,315,1662.76
LH,Lufthansa,ZRH,Zurich,FCO,Rome,ZRH-FCO,0,A220-300,145,243.22
SQ,Singapore Airlines,SIN,Singapore,YVR,Vancouver,SIN-YVR,1,B777-300ER,360,1258.18
LX,SWISS,VIE,Vienna,GVA,Geneva,VIE-GVA,1,A320,180,183.28
AA,American Airlines,MIA,Miami,ZRH,Zurich,MIA-ZRH,0,A380-800,489,1377.05
CX,Cathay Pacific,HKG,Hong Kong,VIE,Vienna,HKG-VIE,0,A380-800,489,1146.73
CX,Cathay Pacific,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B777-300ER,360,1075.42
BR,EVA Air,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,1611.89
AV,Avianca,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1096.91
UA,United Airlines,DEN,Denver,DOH,Doha,DEN-DOH,0,A380-800,489,1506.02
CX,Cathay Pacific,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,A380-800,489,1757.61
CX,Cathay Pacific,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,1432.81
LA,LATAM Airlines,CAI,Cairo,SCL,Santiago,CAI-SCL,1,B767-300ER,261,707.76
AV,Avianca,LAX,Los Angeles,LHR,London,LAX-LHR,0,A350-900,315,800.32
BA,British Airways,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,1001.43
SQ,Singapore Airlines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A380-800,489,1062.07
AC,Air Canada,MIA,Miami,JFK,New York,MIA-JFK,1,B737-800,189,265.72
AI,Air India,HND,Tokyo,SFO,San Francisco,HND-SFO,1,B777-300ER,360,791.7
BA,British Airways,LGW,London,DEL,Delhi,LGW-DEL,0,A380-800,489,632.46
KE,Korean Air,LHR,London,LAX,Los Angeles,LHR-LAX,0,A380-800,489,626.7
NZ,Air New Zealand,AKL,Auckland,NBO,Nairobi,AKL-NBO,0,A380-800,489,1685.72
DL,Delta Air Lines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1092.38
QR,Qatar Airways,DOH,Doha,AUH,Abu Dhabi,DOH-AUH,0,A220-300,145,280.47
AV,Avianca,BOG,Bogota,RUH,Riyadh,BOG-RUH,1,A321XLR,200,490.42
EY,Etihad Airways,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A350-900,315,1317.35
AV,Avianca,BOG,Bogota,IAH,Houston,BOG-IAH,0,B787-9,290,1287.17
LH,Lufthansa,YUL,Montreal,CDG,Paris,YUL-CDG,0,A350-900,315,1435.65
CX,Cathay Pacific,HKG,Hong Kong,MEL,Melbourne,HKG-MEL,0,A380-800,489,1612.6
LA,LATAM Airlines,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B777-300ER,360,1364.16
KE,Korean Air,JNB,Johannesburg,ICN,Seoul,JNB-ICN,1,A350-900,315,1010.62
NZ,Air New Zealand,AKL,Auckland,DEL,Delhi,AKL-DEL,0,A380-800,489,1254.08
EK,Emirates,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A380-800,489,1088.56
NZ,Air New Zealand,AKL,Auckland,SCL,Santiago,AKL-SCL,0,A350-900,315,683.67
BA,British Airways,LGW,London,BCN,Barcelona,LGW-BCN,0,A321,220,207.13
QR,Qatar Airways,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B787-9,290,1296.26
LA,LATAM Airlines,LTN,London,SCL,Santiago,LTN-SCL,1,A350-900,315,1246.13
KL,KLM,AMS,Amsterdam,ADD,Addis Ababa,AMS-ADD,0,A350-900,315,1102.42
AA,American Airlines,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B777-300ER,360,1527.14
CX,Cathay Pacific,HKG,Hong Kong,ORY,Paris,HKG-ORY,0,A350-900,315,1697.3
TK,Turkish Airlines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B787-9,290,969.55
LA,LATAM Airlines,GRU,Sao Paulo,ZRH,Zurich,GRU-ZRH,0,B777-300ER,360,789.28
TK,Turkish Airlines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1424.36
AI,Air India,CDG,Paris,YUL,Montreal,CDG-YUL,0,A350-900,315,1525.3
IB,Iberia,MAD,Madrid,DEL,Delhi,MAD-DEL,0,B777-300ER,360,1321.8
TK,Turkish Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1278.7
QF,Qantas,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A380-800,489,1318.58
LH,Lufthansa,YVR,Vancouver,LHR,London,YVR-LHR,0,B787-9,290,1127.03
AF,Air France,ORY,Paris,SCL,Santiago,ORY-SCL,0,B787-9,290,1236.6
SQ,Singapore Airlines,SFO,San Francisco,FRA,Frankfurt,SFO-FRA,0,B777-300ER,360,1491.0
KE,Korean Air,SIN,Singapore,DOH,Doha,SIN-DOH,1,B777-300ER,360,577.1
AZ,ITA Airways,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,1097.14
KE,Korean Air,CAI,Cairo,SCL,Santiago,CAI-SCL,1,A321XLR,200,460.14
CX,Cathay Pacific,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-9,290,1295.88
FR,Ryanair,BNE,Brisbane,DUB,Dublin,BNE-DUB,1,B787-9,290,851.36
AV,Avianca,BOG,Bogota,DEL,Delhi,BOG-DEL,0,A350-900,315,711.78
LH,Lufthansa,LTN,London,VIE,Vienna,LTN-VIE,1,A320,180,112.42
SQ,Singapore Airlines,ORD,Chicago,ADD,Addis Ababa,ORD-ADD,1,A350-900,315,971.72
UA,United Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-9,290,1221.1
SQ,Singapore Airlines,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,B787-9,290,1234.43
