airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
AA,American Airlines,MAD,Madrid,MIA,Miami,MAD-MIA,1,B787-10,330,1527.82
NH,ANA,LAX,Los Angeles,DTW,Detroit,LAX-DTW,1,A220-300,145,170.12
KL,KLM,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B777-300ER,360,1805.4
LH,Lufthansa,YUL,Montreal,CDG,Paris,YUL-CDG,0,B787-9,290,974.85
LA,LATAM Airlines,GRU,Sao Paulo,DFW,Dallas,GRU-DFW,1,A321LR,206,815.19
AI,Air India,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,1573.28
EK,Emirates,DXB,Dubai,JNB,Johannesburg,DXB-JNB,0,A350-1000,366,1558.19
IB,Iberia,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B777-200ER,317,1104.62
DL,Delta Air Lines,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B787-10,330,1365.05
KL,KLM,AMS,Amsterdam,LAX,Los Angeles,AMS-LAX,0,B787-9,290,716.24
BA,British Airways,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-10,330,1186.34
SV,Saudia,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,1627.35
JL,Japan Airlines,HND,Tokyo,FCO,Rome,HND-FCO,0,B777-300ER,360,1692.79
BA,British Airways,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A350-1000,366,1250.6
FR,Ryanair,DUB,Dublin,CAI,Cairo,DUB-CAI,1,B767-300ER,261,268.48
BR,EVA Air,ATL,Atlanta,LHR,London,ATL-LHR,1,B777-300ER,360,1404.78
AF,Air France,JFK,New York,CDG,Paris,JFK-CDG,0,A350-900,315,1223.11
LA,LATAM Airlines,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A350-900,315,1370.34
NH,ANA,HND,Tokyo,NRT,Tokyo,HND-NRT,0,A320,180,127.56
EK,Emirates,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B747-8,410,1108.75
NH,ANA,HND,Tokyo,SCL,Santiago,HND-SCL,0,A350-900,315,771.21
FR,Ryanair,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A380-800,489,532.66
EK,Emirates,DXB,Dubai,MAD,Madrid,DXB-MAD,1,A321XLR,200,735.37
QR,Qatar Airways,DOH,Doha,MEL,Melbourne,DOH-MEL,0,B787-9,290,1048.62
AV,Avianca,BOG,Bogota,STN,London,BOG-STN,0,B787-10,330,1383.46
AZ,ITA Airways,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A350-1000,366,1145.42
QF,Qantas,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A380-800,489,832.24
FR,Ryanair,MSP,Minneapolis,BNE,Brisbane,MSP-BNE,1,B777-300ER,360,814.05
AV,Avianca,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A380-800,489,946.66
JL,Japan Airlines,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A330-300,277,434.15
AC,Air Canada,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B747-8,410,1262.53
JL,Japan Airlines,YVR,Vancouver,LHR,London,YVR-LHR,0,B787-10,330,756.21
NH,ANA,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A380-800,489,1138.56
AA,American Airlines,CDG,Paris,JFK,New York,CDG-JFK,0,B777-200ER,317,1122.33
LH,Lufthansa,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A350-900,315,1091.13
AV,Avianca,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-1000,366,1014.98
QR,Qatar Airways,JED,Jeddah,DOH,Doha,JED-DOH,1,E190,100,356.45
AZ,ITA Airways,LIN,Milan,BCN,Barcelona,LIN-BCN,0,A220-300,145,347.59
FR,Ryanair,BGY,Milan,GIG,Rio de Janeiro,BGY-GIG,1,B777-200ER,317,786.46
LH,Lufthansa,JFK,New York,DOH,Doha,JFK-DOH,0,B787-10,330,1784.39
U2,easyJet,LGW,London,FCO,Rome,LGW-FCO,0,A320neo,186,229.17
EY,Etihad Airways,DOH,Doha,JFK,New York,DOH-JFK,0,B747-8,410,1769.34
AA,American Airlines,JFK,New York,DXB,Dubai,JFK-DXB,0,B777-300ER,360,1462.09
QR,Qatar Airways,DOH,Doha,DTW,Detroit,DOH-DTW,0,A380-800,489,1467.1
SQ,Singapore Airlines,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,B777-300ER,360,1069.97
DL,Delta Air Lines,DTW,Detroit,AUH,Abu Dhabi,DTW-AUH,0,A380-800,489,1445.72
QR,Qatar Airways,DOH,Doha,MEL,Melbourne,DOH-MEL,1,B747-8,410,1466.8
LA,LATAM Airlines,GRU,Sao Paulo,MEL,Melbourne,GRU-MEL,0,A380-800,489,1277.75
BA,British Airways,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,B777-200ER,317,1711.0
JL,Japan Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-10,330,767.86
AI,Air India,DEL,Delhi,ADD,Addis Ababa,DEL-ADD,1,B777-200ER,317,718.3
QR,Qatar Airways,YYZ,Toronto,LHR,London,YYZ-LHR,0,A380-800,489,1918.07
FR,Ryanair,FCO,Rome,DEL,Delhi,FCO-DEL,1,A380-800,489,475.69
U2,easyJet,CDG,Paris,LGW,London,CDG-LGW,1,A321,220,163.43
U2,easyJet,MXP,Milan,MIA,Miami,MXP-MIA,0,A350-900,315,780.34
AV,Avianca,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,B787-10,330,968.19
KL,KLM,AMS,Amsterdam,HND,Tokyo,AMS-HND,0,B787-10,330,859.27
SV,Saudia,SLC,Salt Lake City,JED,Jeddah,SLC-JED,1,A350-900,315,924.36
SQ,Singapore Airlines,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B747-8,410,1078.73
LH,Lufthansa,VIE,Vienna,GVA,Geneva,VIE-GVA,0,A220-300,145,176.51
AV,Avianca,BOG,Bogota,DFW,Dallas,BOG-DFW,0,A321XLR,200,237.53
CX,Cathay Pacific,HKG,Hong Kong,NBO,Nairobi,HKG-NBO,0,B787-10,330,1454.62
QF,Qantas,SYD,Sydney,ICN,Seoul,SYD-ICN,1,A350-1000,366,1173.63
CX,Cathay Pacific,YYZ,Toronto,LHR,London,YYZ-LHR,0,A380-800,489,1830.85
JL,Japan Airlines,HND,Tokyo,HKG,Hong Kong,HND-HKG,0,E190,100,258.81
UA,United Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,1141.57
LA,LATAM Airlines,SCL,Santiago,MEL,Melbourne,SCL-MEL,0,A350-1000,366,1076.56
UA,United Airlines,EWR,Newark,BCN,Barcelona,EWR-BCN,0,B787-9,290,1366.56
AC,Air Canada,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-10,330,1418.75
AA,American Airlines,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B737 MAX 9,193,460.14
QR,Qatar Airways,IAH,Houston,DOH,Doha,IAH-DOH,1,B787-10,330,992.7
NH,ANA,NRT,Tokyo,BGY,Milan,NRT-BGY,0,B777-200ER,317,1497.94
NH,ANA,NRT,Tokyo,KUL,Kuala Lumpur,NRT-KUL,0,A320,180,207.79
AC,Air Canada,YYZ,Toronto,CDG,Paris,YYZ-CDG,0,A350-900,315,1696.97
NH,ANA,LAX,Los Angeles,LHR,London,LAX-LHR,0,B777-300ER,360,1928.54
LA,LATAM Airlines,IAH,Houston,LIM,Lima,IAH-LIM,1,B737 MAX 9,193,350.48
DL,Delta Air Lines,ATL,Atlanta,VIE,Vienna,ATL-VIE,0,B777-200ER,317,1478.85
AI,Air India,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,1283.0
AF,Air France,CDG,Paris,YYZ,Toronto,CDG-YYZ,0,A380-800,489,924.12
UA,United Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A350-900,315,1275.67
FR,Ryanair,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A350-900,315,715.84
CX,Cathay Pacific,DEL,Delhi,YUL,Montreal,DEL-YUL,1,B787-9,290,1749.49
LH,Lufthansa,ZRH,Zurich,HND,Tokyo,ZRH-HND,0,A350-1000,366,1930.6
AV,Avianca,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B747-8,410,1011.89
QF,Qantas,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B747-8,410,1176.52
UA,United Airlines,SLC,Salt Lake City,SYD,Sydney,SLC-SYD,1,B787-9,290,1236.46
QF,Qantas,MEL,Melbourne,ICN,Seoul,MEL-ICN,0,A350-1000,366,1260.03
SV,Saudia,SCL,Santiago,CDG,Paris,SCL-CDG,1,B747-8,410,1155.51
LA,LATAM Airlines,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-10,330,1172.68
NH,ANA,NRT,Tokyo,ATL,Atlanta,NRT-ATL,0,B777-200ER,317,1466.96
EY,Etihad Airways,NRT,Tokyo,AUH,Abu Dhabi,NRT-AUH,1,B787-8,242,584.08
LA,LATAM Airlines,LIM,Lima,DEL,Delhi,LIM-DEL,0,A350-1000,366,1018.38
AF,Air France,BOG,Bogota,LAX,Los Angeles,BOG-LAX,1,B787-8,242,398.3
BA,British Airways,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-10,330,1603.23
BA,British Airways,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,B777-200ER,317,1858.13
BA,British Airways,LHR,London,DXB,Dubai,LHR-DXB,0,B767-300ER,261,366.37
UA,United Airlines,LAX,Los Angeles,MIA,Miami,LAX-MIA,0,A321,220,322.79
NZ,Air New Zealand,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B777-200ER,317,1341.4
BA,British Airways,LGW,London,CDG,Paris,LGW-CDG,0,A320neo,186,194.23
TK,Turkish Airlines,IST,Istanbul,BOM,Mumbai,IST-BOM,0,B777-300ER,360,1399.71
QF,Qantas,SYD,Sydney,MEL,Melbourne,SYD-MEL,0,A320,180,134.13
JL,Japan Airlines,HND,Tokyo,TPE,Taipei,HND-TPE,0,E190,100,403.58
UA,United Airlines,LAX,Los Angeles,EWR,Newark,LAX-EWR,1,A320neo,186,217.45
LH,Lufthansa,ZRH,Zurich,IST,Istanbul,ZRH-IST,0,B737 MAX 8,178,356.62
AZ,ITA Airways,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,A380-800,489,1158.48
TK,Turkish Airlines,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B777-300ER,360,1303.15
AV,Avianca,IAH,Houston,BOG,Bogota,IAH-BOG,1,A321XLR,200,535.61
SV,Saudia,DOH,Doha,LHR,London,DOH-LHR,0,A330-200,246,728.47
NZ,Air New Zealand,LHR,London,LAX,Los Angeles,LHR-LAX,0,B747-8,410,1776.16
JL,Japan Airlines,HND,Tokyo,CLT,Charlotte,HND-CLT,1,B787-9,290,1582.89
BA,British Airways,LGW,London,RUH,Riyadh,LGW-RUH,0,B787-8,242,767.84
LH,Lufthansa,MUC,Munich,ZRH,Zurich,MUC-ZRH,1,A320,180,324.04
AI,Air India,LHR,London,ORD,Chicago,LHR-ORD,0,A350-1000,366,1101.12
U2,easyJet,CDG,Paris,IAH,Houston,CDG-IAH,1,B777-300ER,360,804.88
KL,KLM,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B747-8,410,1780.25
UA,United Airlines,EWR,Newark,LIN,Milan,EWR-LIN,1,B787-9,290,657.05
AZ,ITA Airways,LIN,Milan,LGW,London,LIN-LGW,1,A319,138,102.49
AZ,ITA Airways,ICN,Seoul,LIN,Milan,ICN-LIN,1,B787-9,290,1715.39
LA,LATAM Airlines,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,A350-900,315,1522.72
TK,Turkish Airlines,YUL,Montreal,CDG,Paris,YUL-CDG,0,B777-300ER,360,683.32
UA,United Airlines,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,B787-10,330,1149.62
EK,Emirates,EWR,Newark,DXB,Dubai,EWR-DXB,1,A350-900,315,727.0
IB,Iberia,MAD,Madrid,AUH,Abu Dhabi,MAD-AUH,0,B757-200,200,476.98
FR,Ryanair,CDG,Paris,JFK,New York,CDG-JFK,0,B787-10,330,483.4
KL,KLM,AMS,Amsterdam,JNB,Johannesburg,AMS-JNB,0,B737 MAX 9,193,677.22
BR,EVA Air,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B747-8,410,675.73
NZ,Air New Zealand,AKL,Auckland,IST,Istanbul,AKL-IST,1,B787-10,330,1569.06
LA,LATAM Airlines,GRU,Sao Paulo,SYD,Sydney,GRU-SYD,1,B787-10,330,770.55
BR,EVA Air,LHR,London,SIN,Singapore,LHR-SIN,0,B787-10,330,1120.97
AZ,ITA Airways,LHR,London,ORD,Chicago,LHR-ORD,0,A350-900,315,1085.74
UA,United Airlines,RUH,Riyadh,LAX,Los Angeles,RUH-LAX,1,A350-900,315,1167.35
QF,Qantas,SYD,Sydney,YYZ,Toronto,SYD-YYZ,1,B787-9,290,1223.01
KE,Korean Air,MXP,Milan,ICN,Seoul,MXP-ICN,1,A350-1000,366,1199.08
AF,Air France,SIN,Singapore,LHR,London,SIN-LHR,0,B747-8,410,1619.87
EY,Etihad Airways,AUH,Abu Dhabi,GVA,Geneva,AUH-GVA,0,A321XLR,200,341.44
FR,Ryanair,BGY,Milan,STN,London,BGY-STN,1,E190,100,135.49
AV,Avianca,BOG,Bogota,DEN,Denver,BOG-DEN,0,B757-200,200,363.4
EY,Etihad Airways,GVA,Geneva,AUH,Abu Dhabi,GVA-AUH,1,A330-200,246,827.93
KE,Korean Air,CDG,Paris,ICN,Seoul,CDG-ICN,1,B777-300ER,360,757.58
LX,SWISS,TPE,Taipei,GVA,Geneva,TPE-GVA,1,A380-800,489,1005.16
U2,easyJet,CDG,Paris,YUL,Montreal,CDG-YUL,0,A350-1000,366,938.48
AA,American Airlines,BGY,Milan,IAH,Houston,BGY-IAH,1,B747-8,410,1284.48
BR,EVA Air,TPE,Taipei,BGY,Milan,TPE-BGY,0,B787-9,290,2071.05
SQ,Singapore Airlines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,1327.34
AF,Air France,CDG,Paris,DEN,Denver,CDG-DEN,0,A380-800,489,1177.93
TK,Turkish Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B747-8,410,1829.28
AZ,ITA Airways,MUC,Munich,SCL,Santiago,MUC-SCL,1,B787-9,290,1000.24
AA,American Airlines,CPT,Cape Town,BKK,Bangkok,CPT-BKK,1,B787-9,290,1502.97
LX,SWISS,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A380-800,489,1227.01
KE,Korean Air,ICN,Seoul,BGY,Milan,ICN-BGY,0,A350-900,315,930.37
NZ,Air New Zealand,CDG,Paris,JFK,New York,CDG-JFK,0,A350-1000,366,1735.37
U2,easyJet,ADD,Addis Ababa,STN,London,ADD-STN,1,A330-300,277,429.89
AI,Air India,LHR,London,JFK,New York,LHR-JFK,0,B787-10,330,920.13
LX,SWISS,ICN,Seoul,GVA,Geneva,ICN-GVA,1,A350-1000,366,642.26
UA,United Airlines,ORY,Paris,DTW,Detroit,ORY-DTW,1,B747-8,410,1196.57
JL,Japan Airlines,NRT,Tokyo,FCO,Rome,NRT-FCO,0,A350-900,315,863.24
AA,American Airlines,SIN,Singapore,LHR,London,SIN-LHR,0,B787-9,290,883.96
UA,United Airlines,SFO,San Francisco,MEX,Mexico City,SFO-MEX,0,B737-800,189,116.06
TK,Turkish Airlines,IST,Istanbul,LGW,London,IST-LGW,0,B737-800,189,252.17
AV,Avianca,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-9,290,916.74
AI,Air India,JFK,New York,LHR,London,JFK-LHR,0,B787-10,330,969.36
NZ,Air New Zealand,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,B787-10,330,1270.67
LX,SWISS,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,1376.68
U2,easyJet,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B777-200ER,317,717.48
NZ,Air New Zealand,CLT,Charlotte,MAD,Madrid,CLT-MAD,1,B787-10,330,760.65
TK,Turkish Airlines,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,878.91
QR,Qatar Airways,DXB,Dubai,LHR,London,DXB-LHR,0,B767-300ER,261,892.33
DL,Delta Air Lines,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-9,290,1418.95
AF,Air France,DOH,Doha,JFK,New York,DOH-JFK,0,A380-800,489,896.36
AI,Air India,LHR,London,JFK,New York,LHR-JFK,0,B777-200ER,317,806.38
UA,United Airlines,DEN,Denver,SCL,Santiago,DEN-SCL,1,A330-300,277,277.98
QF,Qantas,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A350-1000,366,1886.36
EK,Emirates,DXB,Dubai,LAX,Los Angeles,DXB-LAX,1,A380-800,489,666.37
LH,Lufthansa,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B777-300ER,360,1115.71
CX,Cathay Pacific,HKG,Hong Kong,MUC,Munich,HKG-MUC,0,B787-9,290,1105.86
QF,Qantas,BNE,Brisbane,JED,Jeddah,BNE-JED,0,B777-300ER,360,1531.58
QF,Qantas,FCO,Rome,MEL,Melbourne,FCO-MEL,1,B777-200ER,317,1376.38
TK,Turkish Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A350-1000,366,1478.72
FR,Ryanair,BGY,Milan,MAD,Madrid,BGY-MAD,0,A321,220,106.67
AZ,ITA Airways,JFK,New York,LIN,Milan,JFK-LIN,1,B787-9,290,808.12
EK,Emirates,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A321LR,206,875.4
DL,Delta Air Lines,LAX,Los Angeles,GRU,Sao Paulo,LAX-GRU,0,B767-300ER,261,866.95
AI,Air India,LHR,London,SIN,Singapore,LHR-SIN,0,B787-10,330,897.41
UA,United Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,A380-800,489,1087.08
FR,Ryanair,BNE,Brisbane,DUB,Dublin,BNE-DUB,1,A350-900,315,1104.55
NH,ANA,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A380-800,489,1556.5
SQ,Singapore Airlines,BCN,Barcelona,DFW,Dallas,BCN-DFW,1,B787-10,330,1412.79
LH,Lufthansa,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,A380-800,489,777.69
BR,EVA Air,SIN,Singapore,TPE,Taipei,SIN-TPE,1,E190,100,226.86
CX,Cathay Pacific,YVR,Vancouver,LHR,London,YVR-LHR,0,B777-200ER,317,1856.87
KE,Korean Air,YVR,Vancouver,ICN,Seoul,YVR-ICN,1,B777-200ER,317,817.87
DL,Delta Air Lines,YYZ,Toronto,LHR,London,YYZ-LHR,0,A350-1000,366,832.66
BR,EVA Air,JED,Jeddah,TPE,Taipei,JED-TPE,1,A321XLR,200,321.36
QR,Qatar Airways,JFK,New York,DOH,Doha,JFK-DOH,0,A380-800,489,816.6
JL,Japan Airlines,LHR,London,YVR,Vancouver,LHR-YVR,0,A350-1000,366,1258.96
TK,Turkish Airlines,IST,Istanbul,BKK,Bangkok,IST-BKK,0,B787-10,330,748.26
U2,easyJet,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1425.04
LX,SWISS,SLC,Salt Lake City,HKG,Hong Kong,SLC-HKG,1,B787-9,290,853.93
NZ,Air New Zealand,BNE,Brisbane,MXP,Milan,BNE-MXP,1,A350-1000,366,1512.45
AI,Air India,NBO,Nairobi,BOM,Mumbai,NBO-BOM,1,B777-300ER,360,761.4
AI,Air India,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A380-800,489,1578.7
EK,Emirates,DXB,Dubai,MEX,Mexico City,DXB-MEX,0,A350-1000,366,737.3
QR,Qatar Airways,DOH,Doha,DEN,Denver,DOH-DEN,0,A350-900,315,763.04
EK,Emirates,ORD,Chicago,LHR,London,ORD-LHR,0,A350-1000,366,916.52
AZ,ITA Airways,LIN,Milan,MUC,Munich,LIN-MUC,1,B737 MAX 8,178,222.81
KE,Korean Air,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A330-200,246,798.93
QR,Qatar Airways,DOH,Doha,YUL,Montreal,DOH-YUL,1,B787-10,330,937.69
JL,Japan Airlines,NRT,Tokyo,FCO,Rome,NRT-FCO,0,B787-10,330,2007.64
DL,Delta Air Lines,LHR,London,JFK,New York,LHR-JFK,0,B777-200ER,317,843.73
SV,Saudia,RUH,Riyadh,JED,Jeddah,RUH-JED,1,A319,138,118.27
DL,Delta Air Lines,LAX,Los Angeles,JNB,Johannesburg,LAX-JNB,1,A380-800,489,1085.67
AV,Avianca,BOG,Bogota,ORD,Chicago,BOG-ORD,0,A330-300,277,337.32
JL,Japan Airlines,NRT,Tokyo,CPT,Cape Town,NRT-CPT,1,B777-300ER,360,1121.74
AC,Air Canada,YUL,Montreal,CPT,Cape Town,YUL-CPT,0,A350-1000,366,1417.97
NH,ANA,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B747-8,410,712.02
AZ,ITA Airways,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,A350-900,315,1091.29
AC,Air Canada,DOH,Doha,JFK,New York,DOH-JFK,0,A350-1000,366,1489.89
IB,Iberia,MAD,Madrid,DEN,Denver,MAD-DEN,0,B787-9,290,1877.69
KE,Korean Air,ICN,Seoul,PHL,Philadelphia,ICN-PHL,0,B777-200ER,317,1297.97
EY,Etihad Airways,AUH,Abu Dhabi,JFK,New York,AUH-JFK,0,B777-200ER,317,1850.1
AF,Air France,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,904.36
QR,Qatar Airways,DOH,Doha,LTN,London,DOH-LTN,0,B757-200,200,324.94
AF,Air France,CDG,Paris,NRT,Tokyo,CDG-NRT,0,B777-300ER,360,809.46
LA,LATAM Airlines,GRU,Sao Paulo,RUH,Riyadh,GRU-RUH,0,B777-200ER,317,1617.38
QF,Qantas,BKK,Bangkok,DEN,Denver,BKK-DEN,1,A350-900,315,692.53
AV,Avianca,BOG,Bogota,LIM,Lima,BOG-LIM,1,A319,138,260.6
AC,Air Canada,YYZ,Toronto,AUH,Abu Dhabi,YYZ-AUH,0,A380-800,489,1134.83
U2,easyJet,CDG,Paris,YVR,Vancouver,CDG-YVR,0,A350-900,315,710.56
SQ,Singapore Airlines,SIN,Singapore,LGW,London,SIN-LGW,0,B777-200ER,317,1768.27
BA,British Airways,LGW,London,SLC,Salt Lake City,LGW-SLC,0,B777-200ER,317,1956.62
NZ,Air New Zealand,AKL,Auckland,SYD,Sydney,AKL-SYD,0,A321,220,346.35
CX,Cathay Pacific,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B747-8,410,1291.17
U2,easyJet,CDG,Paris,GIG,Rio de Janeiro,CDG-GIG,0,B787-9,290,572.67
KE,Korean Air,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A350-1000,366,645.95
JL,Japan Airlines,DOH,Doha,JFK,New York,DOH-JFK,0,B777-200ER,317,1767.42
EY,Etihad Airways,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1023.2
UA,United Airlines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B777-200ER,317,626.14
KL,KLM,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,1744.15
NH,ANA,JFK,New York,NRT,Tokyo,JFK-NRT,1,B777-200ER,317,1910.16
CX,Cathay Pacific,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,A380-800,489,1396.33
EK,Emirates,DXB,Dubai,BKK,Bangkok,DXB-BKK,0,A330-300,277,354.55
BR,EVA Air,YUL,Montreal,CDG,Paris,YUL-CDG,0,A380-800,489,1808.96
NH,ANA,LHR,London,SIN,Singapore,LHR-SIN,0,B777-200ER,317,990.62
U2,easyJet,GVA,Geneva,LHR,London,GVA-LHR,1,B737 MAX 8,178,103.03
AZ,ITA Airways,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B777-300ER,360,1357.23
IB,Iberia,YUL,Montreal,CDG,Paris,YUL-CDG,0,A350-900,315,1602.24
BR,EVA Air,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A380-800,489,1820.38
EY,Etihad Airways,AUH,Abu Dhabi,BCN,Barcelona,AUH-BCN,0,A321LR,206,385.89
EY,Etihad Airways,AUH,Abu Dhabi,VIE,Vienna,AUH-VIE,1,B757-200,200,625.84
AF,Air France,ORY,Paris,GRU,Sao Paulo,ORY-GRU,0,B777-200ER,317,1537.07
AI,Air India,YUL,Montreal,CDG,Paris,YUL-CDG,0,B777-200ER,317,833.55
BA,British Airways,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-10,330,1827.3
NH,ANA,HND,Tokyo,AUH,Abu Dhabi,HND-AUH,0,A330-300,277,569.58
KE,Korean Air,ICN,Seoul,JNB,Johannesburg,ICN-JNB,0,A350-1000,366,1441.0
UA,United Airlines,LAX,Los Angeles,CPT,Cape Town,LAX-CPT,1,B787-10,330,1248.78
DL,Delta Air Lines,LAX,Los Angeles,LHR,London,LAX-LHR,0,A380-800,489,1968.29
AF,Air France,ORY,Paris,AMS,Amsterdam,ORY-AMS,0,A220-300,145,335.72
SQ,Singapore Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,A380-800,489,834.53
LH,Lufthansa,YYZ,Toronto,FRA,Frankfurt,YYZ-FRA,1,A350-1000,366,815.89
JL,Japan Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B777-300ER,360,657.29
AC,Air Canada,YUL,Montreal,IST,Istanbul,YUL-IST,0,B787-10,330,658.84
AZ,ITA Airways,MEX,Mexico City,ADD,Addis Ababa,MEX-ADD,1,A380-800,489,716.58
U2,easyJet,MXP,Milan,STN,London,MXP-STN,0,A320,180,162.56
EK,Emirates,DXB,Dubai,LTN,London,DXB-LTN,0,B787-8,242,788.83
IB,Iberia,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A350-900,315,1296.38
JL,Japan Airlines,CDG,Paris,DFW,Dallas,CDG-DFW,1,B787-9,290,653.78
TK,Turkish Airlines,CDG,Paris,JFK,New York,CDG-JFK,0,B777-300ER,360,1317.68
KL,KLM,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-10,330,710.4
SV,Saudia,SCL,Santiago,ATL,Atlanta,SCL-ATL,1,B787-8,242,295.12
EY,Etihad Airways,LIM,Lima,GVA,Geneva,LIM-GVA,1,B777-300ER,360,1596.11
TK,Turkish Airlines,SIN,Singapore,IST,Istanbul,SIN-IST,1,B787-10,330,518.93
AF,Air France,JFK,New York,AMS,Amsterdam,JFK-AMS,0,B787-10,330,1167.64
AZ,ITA Airways,YVR,Vancouver,FCO,Rome,YVR-FCO,1,A380-800,489,1015.52
NH,ANA,HND,Tokyo,LGW,London,HND-LGW,1,A380-800,489,848.31
JL,Japan Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B747-8,410,716.55
EY,Etihad Airways,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,902.7
AC,Air Canada,YYZ,Toronto,DEN,Denver,YYZ-DEN,1,A319,138,105.98
EY,Etihad Airways,NRT,Tokyo,HKG,Hong Kong,NRT-HKG,1,B737 MAX 8,178,309.0
BA,British Airways,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A350-1000,366,1508.93
AV,Avianca,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A380-800,489,1700.82
